191 12.9 15.81 7.2559
192 12.409 16.835 9.208
193 12.311 15.779 9.4737
194 12.366 14.954 8.8186
195 12.003 15.33 8.8175
196 12.769 16.874 7.5084
197 12.494 15.957 7.9914
198 12.63 17.513 7.1775
199 13.033 16.225 8.6622
200 12.44 16.974 8.1146
201 12.525 16.999 9.0441
202 12.531 17.007 8.7196
203 12.265 17.288 8.1584
204 11.525 16.469 7.057
205 13.133 16.965 7.2982
206 12.97 18.145 6.5963
207 12.122 18.069 6.7481
208 10.806 18.286 7.7657
209 11.675 18.92 7.2949
210 11.318 18.108 8.0354
211 11.847 18.723 7.7768
212 10.64 19.931 6.4893
213 11.278 19.221 7.3428
214 11.866 19.883 8.4621
215 11.337 20.311 8.0963
216 11.088 18.859 7.7905
217 9.7918 20.106 6.4895
218 9.4528 20.923 6.3176
219 10.401 19.837 7.8773
220 9.5033 20.533 8.7865
221 10.667 19.992 9.3563
222 8.6254 20.255 9.4393
223 9.3076 20.238 8.3174
224 8.6151 20.7 8.6802
225 8.7274 21.47 8.6168
226 9.9629 21.049 9.161
227 9.3249 21.334 9.551
228 8.7931 20.344 9.8056
229 8.6271 21.096 9.5834
230 7.5273 20.383 9.5943
231 7.1917 21.207 10.314
232 7.9161 21.526 9.4063
233 8.455 20.197 11.38
234 7.7226 21.129 10.945
235 7.3823 21.229 11.751
236 8.4559 20.226 11.235
237 7.0028 19.699 11.998
238 7.1718 19.313 12.341
239 7.3667 18.652 11.735
240 8.5251 19.381 11.605
241 7.2275 19.658 13.473
242 6.9801 18.762 13.973
243 6.8026 18.167 13.147
244 7.0288 17.519 13.122
245 8.274 17.375 12.505
246 7.0826 17.46 13.725
247 9.0795 17.354 12.356
248 7.6718 18.284 13.731
249 8.5653 18.657 13.191
250 7.3455 18.302 13.349
251 7.4036 17.862 14.505
252 7.8927 17.554 12.743
253 7.2546 17.766 13.989
254 7.6976 18.125 12.87
255 9.4935 17.017 12.51
256 7.6896 16.971 14.563
257 8.4257 18.017 14.597
258 7.7282 16.633 13.66
259 8.9717 17.783 13.04
260 8.7956 18.103 11.93
261 8.3303 17.638 12.558
262 8.6416 18.789 13.18
263 7.936 17.219 14.412
264 8.7469 16.806 13.395
265 7.0697 18.459 13.828
266 8.9886 17.701 13.527
267 8.2974 17.679 13.099
268 8.8642 18.965 12.5
269 8.617 18.518 13.442
270 8.1142 19.427 12.334
271 7.5937 18.88 13.123
272 6.9349 18.907 12.621
273 7.0991 19.734 13.07
274 7.9365 20.558 12.27
275 8.2933 20.401 12.187
276 6.8488 19.988 14.002
277 7.1591 20.742 14.217
278 6.7197 19.599 13.669
279 5.8667 19.745 14.774
280 5.9223 19.584 13.787
281 6.6393 19.942 13.373
282 6.375 21.55 13.199
283 6.6208 20.27 13.753
284 6.9368 20.191 13.993
285 6.6451 20.99 15.977
286 5.4588 20.98 14.795
287 4.7935 19.918 14.831
288 5.2992 20.303 15.421
289 5.7877 21.142 16.019
290 6.054 21.346 15.833
291 5.5565 20.048 16.993
292 5.4531 19.061 17.67
293 4.954 19.996 17.111
294 4.6236 18.717 17.607
295 5.1871 18.34 15.922
296 5.9877 19.771 17.129
297 6.6411 18.771 17.824
298 6.8152 17.899 17.359
299 5.8826 17.674 17.584
300 4.7467 16.915 17.451
301 4.761 18.208 17.052
302 6.0071 17.494 18.55
303 5.4569 16.724 18.62
304 7.0699 18.363 18.102
305 6.9216 16.633 18.029
306 6.5881 15.963 18.655
307 6.4537 16.41 17.885
308 6.615 16.635 17.505
309 6.0354 16.452 18.501
310 7.5796 15.616 17.952
311 7.0002 16.462 18.525
312 7.7842 15.033 18.365
313 6.1013 15.855 19.304
314 7.6096 15.849 19.246
315 6.1978 16.162 17.339
316 6.3882 16.09 17.408
317 7.4938 16.417 17.411
318 7.4668 15.862 17.929
319 7.4374 16.428 17.506
320 7.8053 14.573 17.962
321 7.0843 14.469 16.745
322 7.9775 15.833 18.01
323 8.3188 15.021 16.65
324 7.8608 16.384 17.237
325 8.8403 17.26 16.242
326 7.6472 15.916 16.494
327 7.1621 16.311 17.888
328 6.6397 15.77 17.809
329 7.4171 16.056 15.908
330 8.4117 17.04 16.016
331 8.6739 17.906 15.567
332 8.232 16.838 15.715
333 7.2668 17.148 16.036
334 7.9869 16.708 17.933
335 6.8746 17.138 16.559
336 7.0977 17.429 15.767
337 8.5549 18.318 16.477
338 6.8787 17.434 15.931
339 7.7294 19.047 16.784
340 8.1375 19.1 17.626
341 6.8632 18.859 17.674
342 5.9415 17.621 17.97
343 7.7101 18.459 17.268
344 7.9985 18.797 15.942
345 6.6309 18.844 16.813
346 8.0019 18.099 16.927
347 6.2932 17.77 18.582
348 6.0464 18.676 18.418
349 6.2068 18.046 18.333
350 7.078 16.498 16.897
351 6.6802 17.764 17.752
352 6.4508 18.082 17.487
353 7.8082 17.849 18.093
354 7.4386 16.992 18.179
355 6.3514 17.032 19.666
356 6.8963 16.251 19.729
357 7.8883 16.488 19.301
358 8.2888 16.182 18.507
359 6.9842 16.526 18.316
360 8.5196 15.816 17.926
361 7.7301 14.811 18.433
362 7.4285 15.595 19.489
363 8.4116 15.111 19.144
364 7.8541 14.401 17.754
365 7.692 13.338 18.344
